1869,1
4026,5
3724,138
4024,17
4022,1
4020,1
4449,37
4029,176
592,57
344,23
345,11
346,5
340,9
341,22
342,23
3998,3
3996,36
3995,5
348,3
349,7
3990,2
964,41
966,69
4685,15
961,4
4732,28
4733,404
4730,27
4731,85
4736,2
4680,7
4734,140
2319,176
2314,1
963,7
2312,8
2313,4
2310,97
2311,75
299,15
296,45
297,43
295,19
4525,1
290,64
3773,7
3772,1
3771,21
3770,121
3776,68
3775,398
3774,402
3687,68
3686,34
270,57
4654,84
272,14
273,320
274,167
275,214
4653,1
277,337
279,77
4836,5
1780,5
2268,14
2269,67
2262,66
2263,54
2267,212
2440,36
2446,112
2447,56
2444,136
2445,1
109,111
102,25
103,23
100,1
106,68
107,36
104,12
105,160
4813,1
2047,1
4811,5
2045,35
2043,5
2041,1
2048,46
2049,22
3155,3
2737,1
4849,2
3519,8
3512,11
3511,3
1210,21
3516,21
3515,66
3514,3
2684,36
2686,1
2687,9
2682,5
2683,10
1436,2
1437,3
343,2
1374,24
99,1
98,1
91,2
90,11
93,45
92,8
94,114
1623,3
1990,12
1621,77
3204,129
3203,55
1626,35
1625,83
1996,78
1999,50
1998,154
1628,492
1876,17
2860,8
2861,77
2862,19
3696,20
559,92
558,53
1217,10
2867,3
2868,32
2869,58
557,10
556,7
551,1
553,201
1199,154
1198,79
3348,1
3349,11
3343,16
1193,3
3341,7
3346,5
3347,50
3344,10
1754,2
2406,13
4259,89
4258,20
1174,5
1173,6
1171,3
1170,5
4251,7
4253,97
4255,246
4254,6
4256,38
4977,8
1006,3
644,34
1285,74
1287,76
1286,14
1281,98
1280,167
1282,190
1003,3
1289,5
1578,3
689,1
3431,16
1572,69
1571,19
1570,400
681,42
1576,30
683,77
682,63
623,159
875,4
4188,333
621,44
1223,2
1222,9
4389,70
4388,64
1221,4
4382,1
4381,1
4387,7
4386,124
406,8
1373,116
404,333
1375,12
402,29
401,339
400,46
1379,8
1362,25
4183,49
409,2
2744,31
3835,59
3830,59
2524,1
454,1
2746,35
455,2
4031,17
4033,4
4032,15
4035,4
4034,38
4036,6
4039,23
4038,11
4186,35
4737,1
1018,8
2318,1
4735,8
379,10
378,58
371,21
370,31
373,2
372,16
375,109
374,1
377,3
376,1
2315,3
391,25
390,7
397,9
395,43
4677,3
895,2
2309,155
2308,440
4729,52
4728,28
4725,3
2300,268
2303,59
2302,11
2305,118
4720,56
2307,471
2306,450
4676,1
3748,29
3746,137
3745,67
3742,3
3743,28
3740,18
3741,389
4620,12
4621,12
247,2
4623,11
4624,195
4625,14
243,40
242,21
4629,3
249,2
248,2
2275,3
