1200;1899;0.0869565217391
1200;4176;0.0434782608696
1200;1200;0.0869565217391
1200;1199;0.130434782609
1200;3783;0.565217391304
1200;1235;0.0434782608696
1200;3784;0.0434782608696
4026;2008;0.2
4026;1561;0.2
4026;4026;0.4
4026;4024;0.2
1869;4210;1.0
4024;2000;0.0588235294118
4024;2008;0.117647058824
4024;2707;0.0588235294118
4024;1563;0.0588235294118
4024;1561;0.0588235294118
4024;4025;0.0588235294118
4024;4024;0.352941176471
4024;4292;0.0588235294118
4024;2907;0.0588235294118
4024;2019;0.0588235294118
4024;2603;0.0588235294118
4022;3087;1.0
4020;1554;1.0
1868;2383;0.0634920634921
1868;2381;0.047619047619
1868;4536;0.047619047619
1868;351;0.015873015873
1868;4538;0.0952380952381
1868;2369;0.0952380952381
1868;2839;0.206349206349
1868;1868;0.0793650793651
1868;1325;0.015873015873
1868;4210;0.333333333333
4029;4029;0.48275862069
4029;789;0.0114942528736
4029;3213;0.00574712643678
4029;4050;0.0287356321839
4029;4451;0.0114942528736
4029;1605;0.0114942528736
4029;2262;0.0747126436782
4029;2263;0.00574712643678
4029;1606;0.0229885057471
4029;591;0.00574712643678
4029;3595;0.00574712643678
4029;1389;0.0172413793103
4029;3917;0.0229885057471
4029;109;0.0402298850575
4029;2759;0.0344827586207
4029;1566;0.183908045977
4029;3456;0.0344827586207
4642;1243;0.00666666666667
4642;166;0.0666666666667
4642;165;0.02
4642;288;0.02
4642;3239;0.02
4642;3238;0.04
4642;2279;0.00666666666667
4642;3606;0.00666666666667
4642;1729;0.00666666666667
4642;4944;0.0133333333333
4642;2996;0.08
4642;2550;0.00666666666667
4642;1829;0.00666666666667
4642;4701;0.00666666666667
4642;4708;0.00666666666667
4642;4709;0.0133333333333
4642;2622;0.0533333333333
4642;1830;0.00666666666667
4642;4642;0.32
4642;4641;0.00666666666667
4642;1206;0.00666666666667
4642;2640;0.02
4642;2551;0.06
4642;4691;0.0133333333333
4642;84;0.00666666666667
4642;349;0.00666666666667
4642;4188;0.00666666666667
4642;1625;0.0933333333333
4642;2639;0.0733333333333
344;345;0.136363636364
344;344;0.181818181818
344;390;0.0454545454545
344;150;0.227272727273
344;3326;0.272727272727
344;952;0.136363636364
345;148;0.0909090909091
345;4492;0.0909090909091
345;4119;0.0909090909091
345;1721;0.0909090909091
345;344;0.363636363636
345;105;0.0909090909091
345;254;0.0909090909091
345;4575;0.0909090909091
346;3330;0.2
346;3333;0.4
346;198;0.2
346;349;0.2
340;3321;0.111111111111
340;94;0.222222222222
340;3298;0.111111111111
340;339;0.111111111111
340;283;0.444444444444
341;818;0.0454545454545
341;4242;0.0909090909091
341;832;0.0454545454545
341;4841;0.181818181818
341;2087;0.0454545454545
341;1258;0.0909090909091
341;3111;0.0909090909091
341;3323;0.0909090909091
341;341;0.318181818182
342;4841;0.217391304348
342;2834;0.347826086957
342;341;0.0434782608696
342;342;0.130434782609
342;3830;0.0434782608696
342;1926;0.0434782608696
342;3324;0.0434782608696
342;3323;0.0434782608696
342;2087;0.0869565217391
343;1926;0.5
343;4242;0.5
3996;305;0.166666666667
3996;4390;0.0277777777778
3996;1517;0.166666666667
3996;3996;0.583333333333
3996;4161;0.0277777777778
3996;3293;0.0277777777778
3995;3995;0.2
3995;4996;0.2
3995;3062;0.2
3995;4001;0.2
3995;1435;0.2
348;354;0.666666666667
348;1207;0.333333333333
349;4708;0.142857142857
349;165;0.285714285714
349;348;0.142857142857
349;354;0.285714285714
349;3239;0.142857142857
3990;1510;1.0
4930;4931;0.142857142857
4930;4930;0.142857142857
4930;579;0.285714285714
4930;3448;0.0714285714286
4930;580;0.0714285714286
4930;2981;0.142857142857
4930;3527;0.0714285714286
4930;765;0.0714285714286
966;580;0.144927536232
966;1428;0.0144927536232
966;967;0.0724637681159
966;966;0.478260869565
966;3641;0.0869565217391
966;3642;0.202898550725
4685;2612;0.0666666666667
4685;2958;0.0666666666667
4685;4685;0.4
4685;2143;0.0666666666667
4685;4923;0.0666666666667
4685;2594;0.133333333333
4685;547;0.0666666666667
4685;1084;0.0666666666667
4685;4971;0.0666666666667
961;3877;0.25
961;1323;0.25
961;1497;0.25
961;3981;0.25
4732;611;0.0357142857143
4732;623;0.0714285714286
4732;4087;0.0357142857143
4732;2669;0.392857142857
4732;2667;0.0714285714286
4732;2664;0.0714285714286
4732;2869;0.107142857143
4732;2868;0.0357142857143
4732;4733;0.142857142857
4732;4730;0.0357142857143
4733;2868;0.00995024875622
4733;2869;0.00746268656716
4733;2970;0.00248756218905
4733;4087;0.00248756218905
4733;2967;0.044776119403
4733;2537;0.00248756218905
4733;621;0.00497512437811
4733;623;0.0149253731343
4733;2874;0.00248756218905
4733;2871;0.0223880597015
4733;1916;0.00497512437811
4733;4239;0.00248756218905
4733;611;0.0323383084577
4733;4448;0.00248756218905
4733;4730;0.00995024875622
4733;4731;0.0273631840796
4733;4732;0.0398009950249
4733;4733;0.293532338308
4733;1917;0.00746268656716
4733;1913;0.00248756218905
4733;1658;0.00497512437811
4733;1659;0.00497512437811
4733;1681;0.00248756218905
4733;4233;0.00248756218905
4733;4086;0.0149253731343
4733;2662;0.00248756218905
4733;2664;0.089552238806
4733;2665;0.089552238806
4733;2666;0.044776119403
4733;2667;0.0547263681592
4733;2668;0.00248756218905
4733;2669;0.144278606965
4733;2253;0.00248756218905
4733;4750;0.00248756218905
4730;1658;0.0740740740741
4730;2669;0.333333333333
4730;4733;0.148148148148
4730;2665;0.259259259259
4730;2664;0.111111111111
4730;4087;0.037037037037
4730;4086;0.037037037037
4731;4086;0.0470588235294
4731;4087;0.0117647058824
4731;2668;0.0117647058824
4731;2669;0.282352941176
4731;2666;0.105882352941
4731;2664;0.105882352941
4731;2665;0.0235294117647
4731;623;0.0117647058824
4731;2868;0.0117647058824
4731;2869;0.0823529411765
4731;2967;0.0470588235294
4731;4926;0.0117647058824
4731;1658;0.0235294117647
4731;4733;0.0705882352941
4731;4731;0.0823529411765
4731;2871;0.0470588235294
4731;2427;0.0117647058824
4731;611;0.0117647058824
4736;1656;0.5
4736;2866;0.5
4737;4087;1.0
2318;2698;1.0
2319;4716;0.00568181818182
2319;2892;0.0340909090909
2319;2893;0.00568181818182
2319;4489;0.215909090909
2319;4487;0.0397727272727
2319;2319;0.221590909091
2319;2308;0.0625
2319;3149;0.0113636363636
2319;4496;0.102272727273
2319;2959;0.0113636363636
2319;2650;0.0227272727273
2319;2305;0.0340909090909
2319;2304;0.00568181818182
2319;2307;0.0568181818182
2319;2306;0.0738636363636
2319;2303;0.0227272727273
2319;70;0.0227272727273
2319;3080;0.0397727272727
2319;2876;0.0113636363636
2314;2909;1.0
2315;2315;0.333333333333
2315;4880;0.333333333333
2315;1840;0.333333333333
2312;4493;0.285714285714
2312;4491;0.142857142857
2312;2854;0.142857142857
2312;4340;0.142857142857
2312;2309;0.285714285714
2313;4490;0.5
2313;339;0.25
2313;2944;0.25
2310;2164;0.0824742268041
2310;3154;0.0103092783505
2310;4363;0.020618556701
2310;780;0.0103092783505
2310;4340;0.0103092783505
2310;2309;0.103092783505
2310;2855;0.0515463917526
2310;4370;0.123711340206
2310;29;0.0618556701031
2310;4491;0.154639175258
2310;4492;0.0824742268041
2310;3430;0.0103092783505
2310;2311;0.0412371134021
2310;2310;0.20618556701
2310;2495;0.0309278350515
2311;2164;0.0266666666667
2311;2852;0.04
2311;2855;0.0266666666667
2311;4492;0.12
2311;4491;0.133333333333
2311;2495;0.0133333333333
2311;4370;0.146666666667
2311;2309;0.0666666666667
2311;3154;0.0266666666667
2311;4363;0.04
2311;29;0.08
2311;535;0.0133333333333
2311;2311;0.266666666667
2184;1091;0.00291545189504
2184;531;0.0019436345967
2184;4390;0.156462585034
2184;4389;0.0340136054422
2184;2184;0.657920310982
2184;2273;0.00291545189504
2184;2185;0.00971817298348
2184;2183;0.0116618075802
2184;4505;0.000971817298348
2184;4506;0.0019436345967
2184;4391;0.0174927113703
2184;5020;0.0126336248785
2184;3105;0.000971817298348
2184;3107;0.0174927113703
2184;3103;0.0126336248785
2184;4457;0.0233236151603
