4885,731,1936,0.000955904
2357,1889,1078,0.00214659
4472,416,428,0.00186244
1680,731,1933,0.00122404
26,1,5,0.000833256
5343,1162,1661,0.000126902
2677,2370,1263,0.000275685
5214,1019,2297,0.000992762
2858,1392,1391,0.00183689
5513,1392,1393,0.00144157
3931,10,2299,0.00237871
5187,994,2314,0.000465754
5397,1231,1534,0.00169937
4700,597,2454,0.00070417
4701,597,2452,0.00260963
5812,1787,1841,7.94562e-05
1064,1104,429,0.000181117
2595,1333,1211,0.004626
2318,1159,1056,0.00411594
4556,473,1752,0.00135986
2861,1392,1394,0.000337428
3364,1793,1962,0.000720521
1889,1236,828,0.000157579
5771,1721,2040,0.00129466
2725,1880,1294,0.000156444
3951,34,413,0.00176354
1018,794,408,0.00116159
1333,1471,574,0.00164435
2992,1491,1490,0.00147555
2120,2232,956,0.000865834
2989,1488,1566,0.00177608
5588,1493,2030,0.000632592
1214,510,2507,0.00305939
3784,2294,2287,0.00352939
4008,77,434,0.00134313
4077,129,255,0.00156351
2297,1043,2207,0.000155631
1518,661,1380,0.000953112
5079,897,899,0.00184284
1533,1782,666,9.01733e-05
5512,1391,1392,0.00183689
2859,1391,1397,0.00304687
6072,2334,2339,0.00183
5072,893,1647,0.00287118
3313,1747,1840,0.00109876
4262,248,251,0.00264952
3813,2334,2330,0.000543082
6073,2334,2335,0.00130578
3704,2166,2167,0.000120745
4357,346,349,0.00150335
869,346,345,0.00177954
2222,1149,1003,0.0014016
4592,500,523,0.00383323
2475,1322,1139,6.94707e-05
3783,2470,2286,0.00319862
2340,1833,1069,0.00342919
1591,691,692,0.000164757
339,122,1532,0.00217632
2503,1154,1155,0.00304606
444,159,1824,0.00668338
1477,1423,641,0.00279122
2155,972,2124,0.00607466
882,1750,350,0.00135744
1088,440,1329,0.00050034
571,220,221,0.00114233
4712,1369,607,0.00128363
3337,2146,1769,0.00215642
4912,757,1868,0.00154381
5443,1285,1916,0.00162537
3291,1843,1728,0.00341393
3331,1762,2464,0.00155623
3315,1892,1747,0.000138184
3658,2105,2435,0.000217168
2229,1863,1005,0.000433325
4596,505,1834,0.00104876
2153,1166,1042,0.000105843
4842,696,754,0.000161458
5097,1029,1123,0.00259573
1189,495,2437,0.00292097
626,688,240,0.00098877
4537,481,482,0.000631286
2488,1689,1146,0.000616393
960,481,480,0.00132336
4977,810,2457,0.00146669
4698,595,2549,0.00265915
688,2445,266,0.00579166
4681,581,582,0.00113759
494,656,183,0.00115666
2754,1307,1313,0.000128054
2634,1235,2389,0.00126561
724,1010,284,0.0033125
5789,1743,2360,0.00136642
3456,2564,1885,0.00184946
5378,1211,1333,0.004626
2403,1904,1106,0.00335629
15,1079,1643,0.000984907
5493,1368,2477,7.50813e-05
1614,1653,699,0.000118501
4154,184,2296,0.000948359
167,56,57,0.00186675
1344,579,1676,0.000949048
535,439,204,0.000705241
300,105,1039,0.00182797
2040,919,918,0.00160471
216,2248,73,0.00171911
5268,1069,1088,0.00173643
5929,1983,2097,0.00117214
5032,1317,852,0.00177242
6006,2203,2206,0.00153698
1571,1720,680,0.000862642
607,234,691,0.001782
5869,1886,2499,0.000182869
4981,813,2457,0.0012378
1372,1586,595,0.00219879
2713,2487,1285,6.83422e-05
4792,659,1554,0.00197597
4465,412,794,0.0013665
2662,1326,1254,0.00772001
3298,1733,2090,0.000728596
3069,2075,1550,0.00239362
791,1551,309,0.00324371
809,317,321,0.00830098
3413,2354,1834,0.00583766
3761,2411,2270,0.000300837
1966,874,2025,0.00237145
1842,806,805,0.000166281
4973,806,807,0.00170874
6062,2322,2331,0.000678869
5954,2028,2029,0.000747803
203,1163,69,0.00448891
2163,976,977,0.00010246
3598,2028,2027,0.00089267
5036,855,1781,0.000135507
123,850,39,0.00225124
3536,2443,1965,0.0013521
4457,406,1688,0.000410965
761,296,300,0.002113
5963,2043,2044,0.000489794
2561,1802,1193,0.00177756
1977,884,1773,0.00113103
4052,112,1524,0.00307718
5061,884,1777,0.000122022
3469,1898,2359,0.00121716
83,736,25,0.000164808
3471,1900,1899,0.000936784
1689,1475,737,0.0014577
63,1551,17,0.00011813
3367,1797,2166,8.34564e-05
1013,1014,405,0.000770767
1438,2178,624,0.00129211
1011,1014,403,0.00305817
1834,800,827,0.0017637
5312,1115,2354,0.00208885
349,1467,125,0.000169727
5152,969,2310,0.00135793
904,360,366,0.00281028
6077,2346,2349,0.00160795
4725,617,1001,0.00049452
2727,1661,1294,0.00180583
3575,2007,2002,0.000337504
1174,489,2085,0.00158135
153,1291,50,0.000894397
351,126,2188,0.000215396
644,253,246,0.00326412
3349,1780,2128,0.00142138
4220,228,957,0.000703719
214,72,1162,0.0012804
1248,1174,528,0.0012056
2649,2183,1246,0.000118349
5987,2113,2112,0.00169419
2556,1710,1190,0.00159904
0,451,46,0.00131718
2002,900,897,0.000129049
968,389,385,0.00105093
3305,1862,1738,0.00153193
3036,1521,2319,0.000857813
5404,1238,1239,0.00115945
773,1397,302,0.00217015
