5831,4924,1
50,1379,2
673,735,1
2435,5077,1
2435,5070,1
2124,5873,22
1965,3596,6
5448,5937,28
3131,3143,32
3131,3142,1
3131,3145,1
2201,5193,4
2201,5192,2
2201,5191,10
2201,5190,9
2490,1782,1
1713,5201,1
2350,3960,5
5930,5391,5
3877,5923,1
3968,1085,2
1036,209,16
3414,3414,1636
1281,2179,1
9,5057,10
3891,14,1
2878,752,2
5195,3960,8
3141,4822,1
2878,754,3
6067,1528,1
3850,4973,2
671,3867,1
5363,1370,13
671,3861,4
3813,4810,1
1313,2962,3
3813,4812,1
3807,6048,1
516,4173,7
516,4174,10
5394,342,1
5609,6103,7
6116,2266,2
3336,452,1
2915,5884,1
6111,6109,1
455,5431,14
3951,5528,4
5543,6011,1
3882,3882,4
4818,153,7
5842,2219,11
4818,154,52
293,2330,12
293,2331,7
1037,452,40
1037,453,2
1037,451,4
5842,2211,1
5842,2210,1
4533,2795,2
3210,5073,4
3673,1083,1
3673,1082,9
3947,3929,1
4279,180,1
1767,743,1
664,3984,2
664,3986,1
4238,633,1
2308,4117,10
2373,5271,3
248,4321,2
1314,2962,6
664,3989,15
4238,635,2
4334,4305,2
1858,1700,7
841,2418,3
3496,5548,1
3625,3625,353
4614,4614,6
2480,5462,13
1654,1516,1
3134,4402,1
389,3188,1
5310,1969,1
4703,5981,1
3815,986,1
5640,5041,1
3815,984,1
132,5705,1
1097,1072,7
1097,1073,2
4921,5363,1
1097,1071,3
3802,254,3
5606,6115,1
3802,250,1
6031,1540,2
6031,1542,2
758,760,2
4232,5400,12
5370,1926,3
4010,56,3
4115,4260,12
4115,4261,20
4115,4262,10
913,1017,7
117,5257,11
3536,3536,11
1453,5470,1
746,671,1
746,673,21
4391,3800,2
870,882,1
870,880,3
2155,3906,13
2155,3907,3
3630,3242,6
6086,3840,60
5424,2729,1
1398,3496,1
78,78,17
638,2690,11
2049,2241,3
2520,2521,11
2520,2520,468
5098,2216,5
4916,1753,1
235,4624,1
4024,3809,6
4916,1754,1
5360,2969,1
5878,973,1
2214,3280,3
440,1321,6
2682,5804,1
3138,1910,1
1090,4139,13
508,4165,69
220,220,2
508,4160,2
315,5526,1
4826,1578,2
315,5524,1
4826,1577,2
4826,1574,3
508,4168,6
3352,4,9
5364,4935,3
5364,4934,2
501,4480,2
4522,2591,1
4029,5157,15
1033,5298,1
1787,4939,4
331,68,6
331,60,3
1839,5000,2
3665,2595,7
3087,329,85
331,67,1
3665,2596,37
4801,1900,1
3652,450,2
899,1003,1
716,4063,1
1571,3101,4
1571,3100,47
586,5549,2
586,5548,13
154,148,6
2152,5074,1
2152,5071,1
5972,4303,2
2001,2039,6
2001,2038,1
2001,2036,1
2001,2035,6
2001,2034,7
4116,208,1
2731,3876,1
1524,1524,21
3265,3140,1
269,2928,1
4276,1969,1
5715,5020,1
2325,2647,1
5152,3794,2
4229,4,18
5152,3791,1
408,2920,1
5152,3792,1
309,49,1
1878,2257,2
5138,1193,2
2230,5816,1
1187,3899,1
6067,1527,3
1878,2258,1
1878,2259,1
3070,2180,327
5829,5830,10
2155,1509,1
6067,1529,1
493,5418,2
3026,3033,24
1961,2693,3
1961,2692,2
3017,5594,328
2647,3948,3
2647,3949,2
5928,4393,6
4005,312,1
355,165,4
3144,1678,1
355,167,4
355,169,1
4157,3788,2
4318,1582,1
312,309,3
4689,1374,1
2490,151,3
2490,150,8
2040,3329,64
1242,2194,1
53,3736,1
6001,1170,1
3256,2430,2
3661,123,3
4940,1973,4
5173,5898,7
2880,4759,2
5611,3017,158
4393,6059,4
4941,3647,3
5173,5897,17
3394,3394,5
5173,5893,11
992,4386,16
2721,1700,1
3194,1321,2
2181,280,8
2181,281,3
2181,282,1
946,80,1
2181,284,3
4753,4750,2
4753,4751,1
3070,2728,1
4753,4753,111
4967,4302,3
4046,4564,49
4046,4565,59
246,3169,1
1784,2275,4
1784,2276,10
5630,5593,19
117,2325,9
3858,5139,16
335,5877,3
2242,2008,1
5849,3417,7
5849,3416,19
2445,3661,9
4689,1370,10
5143,1201,1
3651,2470,1
2914,3521,1
4450,4714,1
3652,408,1
455,5439,1
2475,5328,114
1686,3612,1
3707,4125,5
2257,2258,26
2257,2259,23
1335,2966,2
857,437,18
2566,1735,32
2566,1734,10
3634,3057,1
2257,2257,404
3397,4865,31
5924,5863,1
2968,490,1
2606,3506,2
2893,5178,3
1401,3543,2
674,1052,1
5332,4981,45
5332,4983,11
3463,2729,20
79,3601,1
1784,5135,6
79,3604,2
3024,3025,1
2456,4521,1
5887,5832,1
5332,5344,3
3731,6011,1
3970,638,1
4980,1232,1
2872,5523,13
1499,2046,1
2872,5526,13
2872,5527,172
2872,5525,22
4998,4977,6
1589,2155,1
3753,4651,26
4998,4971,1
5348,3917,1
144,2395,1
4587,4606,25
4998,4979,11
2528,448,16
631,1856,32
631,1857,7
5864,5864,271
631,1852,2
631,1850,14
631,1851,5
2918,1973,1
631,1858,43
4412,948,1
389,1970,3
207,3625,15
3681,3616,1
2083,4916,3
389,1976,115
4412,940,1
5285,5367,1
1791,1833,1
4412,944,2
2687,1091,1
4403,1240,1
3681,2560,1
5099,5100,186
5099,5101,27
2249,5829,2
2249,5826,1
1614,2591,3
4983,2630,1
723,1939,11
1618,3488,6
5178,5413,46
3676,3442,13
1625,2660,1
1900,1899,11
3650,1082,1
3411,2220,4
642,3386,1
1509,4824,2
5963,4252,1
1509,4822,1
1509,4823,4
642,3381,4
4258,1504,1
2488,5737,4
4453,5553,13
4270,394,19
1792,4738,1
2521,1775,1
3832,3665,1
2087,2536,1
4822,2479,1
5652,5741,3
4478,3680,3
1428,418,1
183,2180,1
5370,1487,4
5370,1486,5
2507,1527,1
1618,5887,23
4402,9,6
5965,5964,3
5965,5965,19
1967,1965,1
3859,3722,1
6107,3407,1
2131,1818,1
1752,4708,4
5223,3514,1
3910,3910,1008
2921,5873,10
253,249,22
253,248,45
2554,4382,1
5012,2430,5
550,3531,62
2554,4381,1
4697,3248,1
3672,4703,2
74,3942,2
4833,2816,18
3672,4704,3
3672,4705,1
5164,1932,1
1735,4231,2
5869,3457,15
5986,2438,1
2886,2892,3
5720,2760,4
4120,2197,42
754,1187,1
3368,1567,1
3140,4587,1
2548,3180,2
3368,1568,3
30,1892,3
754,1189,75
30,1894,1
2748,3996,7
5039,1028,1
2309,5135,1
3288,5774,3
5039,1027,5
3288,5776,5
633,4970,3
633,4971,1
633,4972,1
633,4973,1
1947,1755,1
3351,3474,11
1527,6027,1
1947,1751,5
1947,1750,5
3351,3473,1
3351,3472,6
198,3988,1
5880,3477,18
1000,5177,1
941,388,1
3223,3223,19
598,415,3
243,2482,1
3101,2469,4
2309,2647,3
1159,4046,8
4241,4247,2
3113,1085,1
2309,2648,1
3143,5057,2
2214,5326,1
200,3997,5
200,3996,72
1171,4450,1
200,3998,3
2497,5089,1
3704,239,2
2214,5328,2
1282,3709,1
2682,5430,94
3378,550,1
670,5350,3
931,126,1
757,3170,1
4567,4047,6
4704,3900,1
4106,4154,3
4106,4155,4
4288,4297,2
4704,3906,11
1851,632,1
2741,5169,1
1851,630,2
1851,631,5
3142,5674,6
1261,4707,1
1535,424,1
1535,426,1
1535,427,1
1535,428,98
1535,429,24
847,3394,2
926,90,1
3451,5937,1
3225,4470,3
4981,1857,18
4981,1856,26
4981,1851,8
4981,1850,81
4981,1852,9
842,258,1
4981,1858,41
1504,2148,1
678,2338,74
174,3564,1
2447,4494,1
1114,6026,1
4125,3986,14
1810,30,1
2115,265,5
2115,264,1
2115,267,3
2115,266,2
2115,268,9
4638,455,1
1113,2528,18
4881,2426,81
3989,173,17
3989,175,31
3989,176,20
2637,3211,1
2690,4351,3
109,1048,7
1422,118,18
5533,1277,1
3309,5144,12
1972,3381,1
4971,4969,3
4971,4968,56
867,2401,2
1047,2040,6
3431,1423,5
252,5832,1
3431,1426,1
3431,1424,1
1869,332,1
3975,1314,2
908,918,1
3408,247,3
450,1957,1
3767,4806,1
1930,2902,1
3648,2380,1
2319,4229,19
2710,2731,13
2556,3275,1
1936,5112,1
2556,3279,30
2556,3278,3
2285,1678,3
3261,4132,1
2373,1169,3
2319,4227,96
1419,2220,1
2661,493,3
2661,494,8
5862,5963,3
2914,4427,1
4123,3575,2
4123,3576,5
183,2968,1
3910,2519,1
617,4237,94
617,4236,36
4661,3418,2
617,4238,10
3488,5961,22
5093,5094,3
1243,3215,38
5093,5097,7
6095,6095,63
6095,6096,2
5093,5093,1205
2798,5590,2
1847,4082,9
5093,5098,18
584,4442,1
5415,4581,1
337,5810,1
5488,1842,1
1779,423,2
1995,4911,2
5998,5998,57
4317,2573,79
1753,2968,54
3831,5978,3
4317,2574,19
3615,5131,1
3615,5132,5
4242,2632,1
5553,5872,1
2525,4111,69
2995,4973,4
2259,3211,2
4500,2018,1
5652,2960,27
3162,3169,4
5715,4770,1
3162,3166,1
3531,3531,34
4116,4093,2
794,795,39
3336,1037,26
242,1187,2
3250,5743,5
5400,2761,1
1774,1813,73
5841,3408,4
5841,3409,90
