2500,2841,1
3221,381,1
2069,1325,1
2988,914,154
3927,2037,1
2988,913,11
2988,912,4
4991,3993,3
3659,2342,1
4991,3997,1
4991,3995,10
1392,1392,19
1232,3270,1
4991,3999,8
4991,3998,5
1625,2403,14
2336,2775,1
1686,4885,2
1999,4276,141
4555,778,246
4444,2052,10
4444,2053,2
3147,3045,2
3147,3044,5
3479,3024,5
4555,770,7
75,4333,1
3967,2476,1
3691,1368,13
75,4334,5
2274,2598,23
78,78,544
4051,877,250
1669,4733,10
4223,1798,205
3596,4048,37
548,2146,9
4548,1188,13
3414,3414,838
2060,1893,2
4223,1796,6
4051,878,53
4868,4441,16
192,802,8
4506,849,1
36,1554,2
4506,847,3
182,696,1
3884,3983,1
1249,2707,20
4555,3687,1
4340,2155,1
1085,934,84
2189,548,36
3271,3117,2
4765,3162,3
3271,3115,1
1256,3366,1
531,4726,6
4489,2319,71
5044,3428,1
996,4971,6
306,228,7
4523,1820,1
1218,608,1
1412,2038,1
78,2405,1
78,2408,4
3024,3024,582
3882,3883,2
3882,3882,1
4487,1142,3
2028,2861,9
3598,3599,8
3598,3598,15
4733,2868,121
4733,2869,24
909,4964,1
4310,2191,24
1584,3548,1
2401,2402,3
4308,1598,30
2401,2400,54
2401,2401,693
2401,2406,6
879,3054,1
2401,2404,25
2384,1682,2
3927,3927,7
4091,2777,29
4209,1459,5
573,1215,2
1336,3883,7
4545,2427,3
4091,2770,2
4505,1091,18
4123,1722,1
4935,1741,1
2063,2310,10
2027,1834,1
4510,4581,2
3804,3818,2
4718,1315,1
3333,3023,4
279,4811,3
3273,2737,1
5016,4926,1
3750,301,3
161,3317,7
4614,4613,125
4614,4612,2
178,3515,1
1029,4183,3
1852,969,38
4614,4615,12
4614,4614,1905
1948,1516,1
1852,964,3
2616,3085,4
170,23,1
3129,5043,10
1137,4040,49
251,1056,1
4555,779,21
279,1338,54
4091,2489,6
4091,2488,13
4255,4807,2
1999,4277,40
52,3430,7
847,4505,4
4091,2487,25
4091,2486,86
1684,900,1
78,75,75
1684,902,20
157,99,2
608,1218,1
1335,4654,8
537,1689,62
248,251,6
2166,2165,1
248,252,3
2166,2166,9
422,3319,2
2700,2483,1
1585,1566,3
1922,3830,6
3075,5006,1
4238,4239,1
2700,2485,1
3283,255,9
7,1643,1
2948,3037,1
2386,2587,12
2386,2586,13
3283,252,3
913,1016,1
2397,1450,4
4588,1300,1
3050,2914,1
4623,2690,1
3428,3430,125
301,646,1
402,901,4
2494,2488,28
625,216,1
2686,4636,1
1999,4278,3
625,211,2
256,2810,1
1537,3470,1
402,903,2
2494,2485,2
2494,2486,1
3842,343,1
2049,2241,4
1163,1333,58
1163,1334,2
2520,2521,5
2520,2520,15
3826,1218,5
3440,3438,1
3743,287,1
4377,1397,2
1170,3051,2
1500,1488,59
4042,1411,3
4042,1410,9
