3722,2402,1
1740,4048,1
3221,380,2
2988,914,97
4923,4339,1
3927,2037,3
2988,913,7
2988,912,3
4991,3993,3
2397,3968,1
4991,3995,3
1392,1392,3
4991,3998,1
4948,2957,1
1686,4885,1
1999,4276,90
4555,778,156
78,75,24
3147,3045,1
3147,3044,5
4555,770,2
2009,4024,1
3967,2476,1
3691,1368,5
2274,2598,8
78,78,264
4051,877,145
1669,4733,2
4223,1798,67
3034,3593,5
2343,3449,1
4223,1793,2
3414,3414,158
3414,3416,1
2594,2190,5
4051,878,26
192,802,2
3279,1082,2
3071,205,2
1249,2707,10
4951,1436,1
1085,934,18
182,432,360
3271,3117,1
4876,2858,1
4555,3681,5
1256,3366,1
531,4726,8
4489,2319,28
531,4725,1
996,4971,2
306,228,3
566,487,1
3147,3593,1
78,2405,1
3024,3024,78
4487,1142,3
2028,2861,5
3598,3599,1
4733,2868,28
4733,2869,11
4310,2191,4
1584,3548,1
4308,1598,6
2401,2400,38
2401,2401,325
2401,2406,6
2401,2404,11
4550,75,1
2901,4747,1
4517,4515,1
3927,3927,8
4091,2777,9
1336,3883,3
4545,2427,3
4505,1091,15
3760,3851,3
4510,4581,1
446,3673,1
1818,508,1
1510,3182,1
3750,300,1
3750,301,4
161,3317,2
4614,4613,57
1211,2847,1
1852,969,9
4614,4615,8
4614,4614,737
2941,3204,1
3115,3810,5
2454,5036,1
1137,4040,21
4555,779,13
279,1338,9
4393,1083,1
4091,2488,3
4255,4807,1
78,76,16
52,3430,3
4091,2487,10
4091,2486,23
4444,2052,3
1684,902,8
1684,903,2
608,1218,1
1335,4654,3
537,1689,18
248,251,1
1606,2219,1
3794,3743,1
2243,3043,1
2166,2166,2
4238,4234,1
1922,3830,1
2698,618,2
4238,4238,1
3283,255,18
3283,251,38
2607,2645,11
3884,1583,1
4961,4394,1
1537,3470,1
2319,1142,1
2901,168,1
714,195,2
3428,3430,99
1729,2375,1
3289,2846,1
2494,2488,9
2686,4635,1
1999,4278,1
3661,1674,1
1396,3079,5
2049,2241,1
1163,1333,27
1884,2575,2
1163,1334,4
2520,2521,1
2520,2520,29
70,87,1
2533,3655,2
1500,1488,10
4042,1411,3
4042,1410,6
4183,1827,10
1669,4734,1
2665,2871,3
3334,444,2
2373,4655,2
166,3237,2
2373,4656,3
166,3239,41
166,3238,248
3725,923,1
3519,1825,1
1056,3054,1
370,371,1
370,370,85
2164,2219,2
4393,2575,1
2679,1861,3
2196,2378,1
2666,2206,1
2967,4087,2
2967,4086,3
687,2769,1
275,278,2
505,1837,6
4737,4734,3
4737,4735,1
775,3028,13
4737,4737,9
275,277,128
275,275,121
4478,2044,1
4308,3667,1
874,4538,1
1625,1829,1
3944,2955,1
3154,4370,17
1938,1938,4
2494,3689,1
2291,880,1
680,3105,1
947,1965,2
4424,2226,2
355,1834,1
3874,1672,2
1258,4239,1
4185,2998,4
2902,559,1
3609,3610,9
4996,1638,1
2153,41,2
2181,464,1
3242,1918,1
4185,2994,2
2794,1947,1
4185,2996,5
2116,1359,1
4793,2745,1
1165,1164,3
1307,1310,2
3432,3972,3
3432,3971,37
1353,3610,7
172,3835,13
161,1627,27
30,3127,1
161,1626,4
4260,1397,6
3071,204,5
3796,4530,1
4099,2159,2
2103,3065,113
3335,4964,1
2269,3736,10
2313,2309,4
77,2673,1
2594,3030,1
2320,1685,2
4634,4618,10
255,75,1
4401,2196,25
1452,3366,23
4757,1247,11
148,1027,1
4062,2263,1
2822,4824,2
3663,451,1
3394,3396,9
3394,3395,1
3394,3394,53
4757,1249,3
4388,1165,1
4401,2198,90
4149,2653,1
1491,388,2
1670,621,1
4977,3036,1
4149,2654,2
1115,3746,118
831,3561,1
1491,387,1
2407,2779,13
1933,1333,9
1933,1334,3
2312,2312,33
2312,2311,5
2312,2310,7
4197,3141,3
4953,4181,2
3684,3395,1
1743,1697,1
3684,3397,4
390,952,10
2876,2959,1
1173,2299,6
1673,375,3
1743,1699,1
704,703,2
704,702,1
4399,2670,1
3030,284,1
2901,1598,1
964,1895,2
5014,802,9
1689,3428,24
889,288,1
2911,135,1
179,1672,2
2063,2568,1
