2818,530
2417,1890
2188,1796
2416,6054
2560,3690
1303,7466
2429,2326
5835,976
1624,3729
4165,758
508,584
1625,853
1438,3080
4478,4349
3788,12322
467,3463
4129,1298
6050,2884
3640,3180
407,6838
408,30930
409,4575
4106,6331
3352,5514
1721,1639
1543,815
4812,1194
1538,13
4810,192
1539,181
3759,20
1533,822
4805,1069
3766,62
1529,2216
4802,815
1530,674
1122,118
1114,779
4533,509
2346,1255
1447,647
4748,484
1442,913
4740,427
1515,775
1443,1392
4745,516
817,127
820,110
810,87
3645,3802
463,497
4127,771
1391,214
4710,390
466,250
1549,3223
154,247
2612,237
78,122
3009,1653
1011,1442
5966,265
3612,230
5967,330
3081,164
3082,162
5635,165
5218,173
3083,461
2074,731
5905,2625
5923,893
598,284
2988,601
595,235
4227,444
599,9465
4229,11029
3088,951
5346,1898
2525,1714
4111,1138
428,605
429,3380
2915,1839
842,1272
841,1709
2894,977
2914,3061
1934,6900
4272,1495
670,4679
747,1284
289,2083
2729,666
3634,4973
3070,5328
2362,7494
3437,1768
3311,426
2948,2060
2947,1901
2946,184
5159,564
2123,1389
5564,1549
2921,2280
4895,365
331,166
237,637
4009,157
2592,1280
4058,526
1760,13
2317,92
3890,443
1434,823
1436,4736
1941,795
1939,808
5039,2084
1940,1238
3742,995
1859,1023
4986,306
3490,399
6126,1110
6127,2033
3666,333
3247,1079
1370,330
1367,172
4689,169
2551,79
5343,204
5652,402
2891,127
3048,23
2768,434
5460,410
4636,3148
1282,2281
3753,580
6019,924
3480,1003
1854,3936
5377,1861
1959,1564
735,10918
2591,7980
1616,7497
2486,731
5329,1671
3839,3688
6088,2054
6089,175
3342,3290
1009,380
4451,135
963,356
964,1168
4420,874
828,294
771,473
1247,3075
235,1215
1187,1613
3694,625
230,286
6100,3487
3851,8263
3695,2724
6001,2359
319,1588
1403,7308
322,1479
4055,1475
5567,702
3543,173
6102,1279
2613,1109
5390,989
3854,638
2949,685
2696,109
4057,2457
1171,12591
2092,1529
436,223
435,3692
2372,6583
2340,1254
5271,667
5930,191
5984,748
1823,228
1018,89
5800,2883
5172,482
2149,1734
676,1004
3124,1634
3125,681
3143,2760
5664,1693
3136,408
4096,1837
2017,524
1970,1690
5057,2541
1976,3199
4400,1199
941,1032
4402,842
943,699
3279,560
3280,1686
3278,996
5768,476
5764,1620
3274,695
745,1180
742,1000
2773,421
2475,1744
2477,1297
2482,1183
5328,2094
1486,2397
4769,1589
1484,1474
2709,317
3336,2231
5553,2523
5804,2756
4324,198
3730,743
2932,223
3874,103
2221,76
648,357
4263,2650
649,152
6114,3749
4706,3445
1383,1468
5554,1339
6118,100
784,2418
4329,1281
782,942
2681,283
1206,5597
715,55
303,186
4040,30
3875,1418
4266,753
2448,279
3457,1813
5869,1574
2089,1210
2087,3233
5139,6147
1932,843
5036,476
2456,1337
2154,6147
1589,2756
2479,450
2130,1648
5164,4578
2129,2384
5163,1351
3101,440
5640,1946
1926,2037
5030,368
4411,252
4933,44
5767,23
3277,29
906,38
3244,320
1570,270
4823,777
3650,1177
3100,3789
1380,4838
4705,790
5558,5130
4704,1633
5559,534
3670,2549
24,227
3652,1071
3654,2162
3349,3333
3377,1987
343,200
3661,2707
3799,6437
5026,1495
1923,566
5027,920
2447,12216
2368,10559
1200,11131
4829,1590
1579,1226
1578,4683
6109,8539
6110,188
6113,619
2090,1429
3534,544
3107,853
1090,233
479,1401
4139,1890
478,78
4144,528
484,323
4150,1980
2662,368
5417,304
2684,1420
5431,1890
5333,2450
5433,26
2695,628
519,425
5440,271
513,385
4176,315
518,224
4515,2464
4521,642
1069,1435
3895,856
3473,641
5877,2180
3442,1815
2353,1415
5280,2739
3351,2815
3350,3210
3676,6995
26,191
336,1696
1662,677
548,1599
2439,892
3630,3878
3629,1418
3145,29
5668,3075
2461,338
3474,4484
470,491
687,1833
4282,1888
5751,361
3260,459
3254,66
5745,189
3267,164
3265,72
3263,291
4382,49
5763,670
3273,684
2524,554
2556,247
5243,988
5070,1166
5071,505
1998,160
1999,53
685,2727
4281,95
2418,4394
2419,2252
269,3992
3858,869
6105,2665
2088,5584
3140,3158
2454,619
2936,4610
1028,4247
4471,1193
1029,1346
3224,1140
5037,378
994,9632
6,617
4116,1306
637,5840
4254,671
4351,8186
8,2512
2587,657
437,6726
2299,723
4461,1919
3565,887
1608,664
208,654
669,4517
2878,1838
4654,1043
1313,194
678,224
4275,249
668,3108
377,2987
4094,1241
176,204
3989,861
4271,1082
2978,883
5581,661
1550,608
1547,1187
4818,802
3819,774
786,565
2453,223
170,631
145,646
2,564
136,322
137,506
271,563
4027,2082
461,1137
1023,88
462,397
4464,1185
1022,1300
353,549
4470,2301
645,1264
3835,843
1092,3864
4514,1038
1093,207
3489,66
5888,215
3339,1245
1072,852
1098,918
3653,354
1972,165
1973,5566
3032,1637
2005,442
884,150
252,621
4016,362
5052,933
1968,389
896,4096
4380,906
897,2160
1974,552
3899,4756
5810,1149
3631,3511
37,1595
335,1870
550,1430
600,76
3668,2456
814,5386
2445,1735
2444,549
2446,1529
2647,4409
2648,2353
132,14772
3972,3197
2096,11832
5143,5100
1037,5461
812,279
1189,838
4844,556
1606,947
5046,6933
643,3828
1561,484
2083,769
1566,207
1567,366
75,4234
1900,559
2131,452
1738,213
2078,8006
3334,5922
1984,1650
1983,787
3329,397
3335,971
2746,297
2497,2286
2040,1529
5105,3131
2039,997
2038,2598
1070,317
4503,211
1045,675
4482,679
3333,278
1936,163
2616,753
5395,596
2617,144
5393,394
5658,630
2257,1020
1839,2281
4968,1619
1838,2038
5492,3400
1841,6257
5,1996
4251,1334
2628,231
5400,686
2996,397
2995,2179
3330,1173
2572,120
3035,498
3034,186
3485,182
5886,683
247,2209
2034,4687
2035,1997
2036,3387
5101,2100
1193,366
2369,35
2460,43
3663,19
2926,88
2927,19
4115,20290
3470,852
3831,5106
3445,2012
1323,6804
1785,3404
3461,4606
5872,1152
5873,2575
2358,1171
4030,1318
5250,3482
2652,2839
5413,1992
2316,10016
6000,393
6020,81
3586,339
5949,173
3754,99
3693,408
1287,1421
1285,442
1776,460
1964,183
1966,981
5055,600
325,634
1082,345
1381,1528
3673,2455
1925,3646
2941,627
5029,1770
1571,1356
3672,346
5639,1196
3651,1035
3906,1315
449,1466
398,645
4101,9095
840,1056
1818,1851
4025,2424
5310,1795
5136,513
2079,292
1178,255
3761,493
1217,645
79,8380
796,1155
795,1149
4334,1307
4333,172
4335,1400
3671,1693
1078,463
2711,2428
2279,500
2731,6760
2569,3223
5032,4810
1928,3621
1927,797
5356,1673
1736,2561
4911,5953
1895,249
3386,4146
5829,797
3210,8841
2250,329
5215,4204
1734,1656
1534,2623
4806,4813
1535,3895
4,284
1410,1175
596,5019
2319,5615
3010,649
3538,2682
3514,2600
2073,1224
5132,727
1013,742
4457,1488
4455,1048
3859,3623
3736,4119
5925,796
997,4378
4785,622
3677,4101
5809,4309
3404,205
3378,4987
2710,3058
66,1822
60,1718
61,536
57,2940
1969,4824
4953,3252
56,5604
3593,300
3700,5557
3180,2449
3578,2934
3090,116
5944,790
4759,1293
1467,991
3018,1343
5594,987
3049,226
2687,796
2879,8555
1005,216
2174,3393
1267,2417
1265,485
4625,776
1400,3765
4713,1078
1150,786
287,204
2601,136
288,405
286,624
282,191
2121,54
291,97
5158,44
3496,1616
3055,636
3056,683
2945,696
2973,257
267,154
4024,600
1184,588
3425,351
2885,2994
332,2234
5611,1087
3017,2605
4758,198
1470,609
2547,148
5360,487
5943,3290
2249,2016
3208,775
1800,841
5067,2817
1986,1574
5066,3047
3647,693
1795,356
4941,905
5712,3451
2627,511
5398,325
5614,150
2374,203
342,354
2258,298
2259,223
2260,551
5219,622
2261,558
5296,695
2263,331
2262,83
5222,171
1878,94
5001,259
5000,233
1862,242
1857,2307
1874,656
3910,3140
1840,4325
4970,2361
4972,92
4973,1138
1844,2056
4237,844
617,707
4974,623
1847,905
4082,1168
5402,1533
2634,1411
1112,299
1052,1427
4490,780
4489,842
1053,1150
1371,1113
671,260
4274,89
2530,909
4612,1098
1250,962
4613,894
5351,1401
1352,1293
4377,307
5106,656
2041,1126
2111,322
1630,770
4853,196
3178,1793
2871,41
5425,957
2683,3222
5430,554
5429,921
2682,1509
2680,409
783,685
4330,6303
3879,1237
3236,1482
1943,397
5077,171
1992,501
1991,761
1064,2016
4500,802
3272,322
5762,235
9,492
3912,341
4381,265
3217,117
2606,55
5896,117
3504,213
1678,902
1680,1028
2151,918
2152,861
5715,6905
5961,1353
3215,7696
4607,703
1241,608
2703,383
5887,1059
3488,1170
1610,2655
1612,211
5605,2375
894,201
892,438
1827,362
3323,4010
4709,437
6133,72
3904,148
379,265
378,1864
380,989
4093,1688
5704,1294
5714,1067
131,304
3968,2435
1421,943
4727,1105
5727,1282
2770,666
415,1604
1428,182
5135,2362
5527,2551
2872,755
5332,475
4979,412
2519,362
934,202
3427,3098
4714,2516
3609,2071
1003,140
2786,2740
2785,349
2784,1232
3087,3089
59,1490
3937,368
3940,1031
5182,640
2677,97
5424,370
2676,225
122,414
4596,220
3413,1035
5845,3259
3414,4710
5313,673
5347,1070
2153,48
2183,605
2182,877
5181,1145
686,24
2205,3121
2001,466
1191,752
245,1021
5100,3368
5099,1471
3315,1359
2043,7496
2015,217
1046,896
5523,420
4777,166
1497,498
3219,48
2217,33
3289,46
1813,5040
3091,1069
5637,491
5630,455
3077,352
3016,278
2161,97
2437,180
4651,1052
5180,1085
5948,1952
3012,1183
5591,1167
1869,929
455,1024
4119,414
454,839
4120,1260
6084,970
3828,204
2124,410
3497,564
2233,264
5197,292
2269,455
458,925
4123,709
2798,372
3833,300
3832,160
6082,261
4151,926
494,589
4584,152
268,566
266,148
3809,83
3429,174
1704,1687
2115,1328
3428,817
3182,1995
5700,1178
1792,2373
1173,2707
1172,151
517,398
1544,147
4117,10269
2309,3351
3655,1576
3553,61
3550,748
657,1486
638,4107
1027,687
1933,414
1774,810
2538,2044
2302,4777
5245,3285
2520,462
204,557
3639,4969
4624,528
5384,80
3054,460
5566,1421
2116,481
4023,100
2895,44
5536,47
1437,27
867,544
2567,170
1775,655
3368,215
2595,749
73,468
1568,2447
246,1344
2081,610
4590,50
1192,228
2082,61
2084,343
640,204
4258,4135
2197,416
4980,931
4303,3649
3318,1883
3317,141
3319,1816
143,1749
3977,148
82,12
1163,17
961,154
4571,20
1164,1
3580,108
1472,94
1040,345
3552,143
2308,113
662,264
5883,1144
5892,204
3499,246
4761,295
3667,228
3019,409
3486,1060
5885,255
608,4369
5589,231
2630,914
18,106
2629,515
1850,1028
1697,101
150,49
1856,1758
1858,406
4983,88
5526,108
5699,1644
4854,565
2218,257
5154,220
2112,6471
5108,7243
3444,240
1169,6140
2544,4014
6099,1384
3852,870
3547,350
1019,574
4460,279
4958,90
2342,3050
5269,11469
2373,9195
438,779
1170,5684
3139,267
3188,295
3135,404
5669,637
5674,503
3151,327
3173,489
5696,303
3169,1322
3120,137
3156,109
1899,207
258,3247
2136,1522
1244,20
432,267
1240,904
107,2730
3948,2510
3950,171
1190,3744
4587,1607
396,4858
787,173
96,327
4768,1237
4770,285
743,2336
744,205
4313,1333
1768,831
1511,221
4786,158
4822,510
4824,20
5771,63
3283,138
1922,1527
6059,3264
5993,2969
4447,2858
551,144
5977,2979
135,153
134,1935
4820,477
4819,5520
464,45
1548,1419
2484,94
274,275
272,1410
